text;label
O aplicativo tem potencial, tem um visual bem mais agradável que o XP \nmobile, assim que tiver as funcionalidades implementadas, será muito bom, \nmas até lá fica com 3 estrelas.;__label__1
Melhor reestruturação do app! Agora sim, melhor app de investimentos do Brasil;__label__0
fácil manuseio.;__label__0
Depois de algumas atualizações o app ficou MT melhor. A parte de gráficos de rentabilidade está excelente!;__label__0
Agora sim!;__label__0
top;__label__0
ok;__label__0
otima UX;__label__0
bom;__label__0
Muito bom é fácil de usar;__label__0
top;__label__0
melhorou muito está versão atualizada, agora é possível acompanhar melhor a evolução da carteira e sua rentabilidade;__label__0
Bom;__label__0
I have already started to use this app and i don\t felling difficults.;__label__0
mt bom;__label__0
Muito bom App;__label__0
Melhorou muito perto da última versão, claro que ainda faltam algumas coisas, mas é um processo demorado e o app está evoluindo rápido, portanto, essa versão está ótima!;__label__0
top;__label__0
evoluiu demais nos últimos dois anos, está excelente.;__label__0
muito bom;__label__0
great. very simple.;__label__0
App top! Visual bonito, bom para rápida consulta dos investimentos, por enquanto nada a reclamar.;__label__0
Melhorou muito...;__label__0
good;__label__0
melhorou bastante desde antes, mas ainda precisa de algumas funcionalidades mais simples.;__label__0
Aplicativo de facil utilização, rapido e fluido.;__label__0
Amazing;__label__0
Great!!;__label__0
Melhorou tanto que eu indico sem peso na consciência;__label__0
App fantástico, muito intuitivo e simples;__label__0
Bem facil, pratico e eficiente!;__label__0
good;__label__0
great;__label__0
top;__label__0
muito bom, simples e prático;__label__0
good;__label__0
Estou gostando bastante. Esta facil de usar e bem visual.;__label__0
Awesome app. UX is incredible !;__label__0
Fiz minha primeira aplicacao pelo app, interface muito Bonita, tem respostta rapida, senti seguranca, pois pede senha e assinatura. Bem legal.;__label__0
A XP ouviu o meu clamor por um app melhor! O app ficou mt bom rm relação ao antigo!!!;__label__0
Havia requisitado ver meus investimentos no tesouro direto no app e essa funciona foi adicionada. Porém ainda não consigo investir tesouro direto pelo app.;__label__1
funciona conforme esperado;__label__0
Beta Android XP;__label__0
gooood;__label__0
Muito prático;__label__0
excelente!! faço tudo por ele com muita facilidade!!;__label__0
Excelente aplicativo. Leve, rapido e bonito. Consigo visualizar todas as informações necessárias através dele.;__label__0
excelente o novo app.;__label__0
Ótima!;__label__0
Muito facil de usar e intuitivo mas falta a Analise da Carteira que tem no site. seria muito importante ver isso tambem no app.;__label__1
otimo;__label__0
Well... I\ve had a great experience with this app until now.;__label__0
o melhor app entre as corretoras! O app melhorou muito nos últimos meses! A disposição das informações, o login por biometria ficaram muito bons!;__label__0
app ficou muito melhor com essa nova atualização. recomendo;__label__0
Sensacional. Prático, eficiente e seguro. Melhorias? Sempre existirão, mas ele é muito bom, sim!;__label__0
Muito bom;__label__0
melhorou muito;__label__0
Muito bom;__label__0
o aplicativo é bom. más poderia mostrar mais informações sobre os fundo já aplicados;__label__0
good;__label__0
é o melhor que estou vendo até agora.;__label__0
Good;__label__0
Está muito melhor do que quando baixei, só falta mostrar o gráfico de evolução da rentabilidade dos investimentos (hoje já mostra o gráfico dos investimentos feitos). Mas já dá uma ideia boa da evolução do patrimônio.;__label__0
excelente;__label__0
simples e direto;__label__0
Aplicativo simples e prático, agiliza a consulta da situação da carteira. Após a liberação da correção o problema da biometria foi resolvido. Obrigado XP pelo comprometimento com os clientes.;__label__2
melhor que o antigo;__label__0
Excelente!;__label__0
uso fácil e simples!;__label__0
muito bom!;__label__0
Agora sim!;__label__0
Cada vez mais completo!;__label__0
Ótimo app! Recomendo!;__label__0
muito bom;__label__0
Excelente aplicativo, funcional, pratico e clean;__label__0
Depois da atualização o app ficou ótimo;__label__0
Aplicativo com uma ótima qualidade e o feedback para novas funcionalidades estão sendo considerado.;__label__0
muito Bom;__label__0
Estou amando xp investimentos, tem produtos bem dinâmicos e conteúdos explicativos bem elaborados!;__label__0
Excelente experiência. Estava usando a versão trader e achei esta muito mais elegante e agradável, além de performática também.;__label__0
Boa interação com o usuário. Só poderiam adicionar mais indicadores;__label__1
Very Nice;__label__0
Ótimo, parabéns.;__label__0
Parabéns, pode colocar filtro nas notificações? seria ótimo.. Filtrar por ordem de chegada ou por cliente;__label__1
Muito prático.;__label__0
O aplicativo está funcionando bem. Bem simples e com uma interface limpa.;__label__0
ótimo App, com ótimas funcionalidades.;__label__0
boa usabilidade;__label__0
Muito bom já era, parece que melhorou.;__label__0
esta com erro;__label__2
bom;__label__0
facil de usar... muito bom... rapido;__label__0
O botão de filtro aparentemente não funciona;__label__0
Excelente;__label__0
muito bom, fácil de usar e contém todas as informações necessárias. Está faltando uma parte de relatar bugs, pois está dizendo no gráfico que perde 30% do meu patrimônio, fora o valor. E não dá para notificar vocês desse erro.;__label__2
Tá bem melhor que o anterior;__label__0
it\s great!;__label__0
Para mim que estou iniciando esta sendo uma experiência muito boa.;__label__0
ate hj me atendeu em 100% nada a reclamar;__label__0
Now work\s, thanks :);__label__0
Fantastico. Bicicletas ótimas! Ja uso todos oa dias pra voltar para casa.;__label__0
Bom;__label__0
Ola! Adorei a ideia, espero que este app renda muito e tenhamos mais bikes no futuro! Mas.. sou burro, gostaria de girar o mapa mas não é permitido, estilo uber! Queremos mapas estilos Gmaps! xD;__label__1
excelente idéia, só falta expandir mais e criar alguns pontos de yellowpark!;__label__0
Por favor venham logo para o Rio de Janeiro, zona norte por favor :);__label__1
Excelente novidade para o Rio de Janeiro! Opção saudável e ecológica de locomoção!;__label__0
o app é muito melhor que o da Grin. Espero que com a fusão, a tecnologia da Yellow seja a adotada.;__label__0
daora!;__label__0
MT bom;__label__0
ADOREI! Mas tenho uma sugestão, os minutos não pedalados, poderiam ficar acumulados p as próximas viagens, já q pagamos por eles. Amei minha primeira experiência, peguei 4 bikes à caminho em manutenção o que foi chato tbm, poderia ter a opção de reportarmos elas pq nem no gps elas aparecem, talvez, ficaria melhor p solucionar o problema de uma maneira mais rápida. 😀👍;__label__1
ótimo. Recomendo.;__label__0
Aplicativo muito bom;__label__0
Muito simples de usar, e tem bastante bicicleta na minha região. Trabalho fantástico!!!! :);__label__0
Iniciativa muito boa. Fica aqui minhas sugestões: colocar no apartamento o \nidentificador das bicicletas (qrcode). Fica mais fácil de reportar \nproblemas quando não encontra a bicicleta que está no mapa. Aconteceu \ncomigo duas vezes no mesmo dia.;__label__1
seria bom poder com a mesma conta utilizar mais de um ao mesmo tempo, visto que tenho 3 filhos.;__label__1
Top;__label__0
Ótima Iniciativa!!! O serviço é muito bom!! Em relação ao aplicativo, ele \nainda está um pouco simples (mas é compreensível dado que o serviço foi \nlançado há pouvis dias). Poderia ser interessante adicionar uma \nfuncionalidade de buscar a bicicleta mais próxima ou mostrar no mapa onde \nexistem ciclovias.;__label__1
top;__label__0
Curti.;__label__0
GREAT;__label__0
ótimo;__label__0
mt prático;__label__0
great!!!;__label__0
Só seria melhor se os usuários tomassem o devido cuidado com o equipamento. Ainda assim, muito bom!;__label__0
Excelente ideia! Barato, bike em ótimo estado! Muito fácil de usar!;__label__0
Good;__label__0
Great;__label__0
muito fácil de usar;__label__0
Amo andar de bike, e associar isso na ida ao trabalho e tudo de bom. parabens a Yellow.;__label__0
Muuuito legal!! 😍;__label__0
prático, fácil, a melhor do mercado.;__label__0
excelente;__label__0
top;__label__0
Foi uma experiencia otima!;__label__0
Achei caro, mas muito divertido.;__label__0
show;__label__0
🔝 🔝 🔝;__label__0
I think its awesome!;__label__0
Good app for bike;__label__0
great!;__label__0
Muito bom!;__label__0
great;__label__0
so queria abrir mais que uma bike ao mesmo tempo tem como?;__label__0
viagem tudo tranquilo!;__label__0
Precisa so melhorar as rodas;__label__0
massa;__label__0
O aplicativo funcionou muito bem e a bicicleta tava boa.;__label__0
Muito bom! Só o preço q poderia melhor. R$0,50 pode parecer pouco mas aculuma rápido.;__label__1
Fácil, rápido e prático.;__label__0
Fico muito feliz que métodos de transporte como esse se popularizarem aqui no Brasil, acabei de ver duas bikes na frente do condomínio em Santo André, espero muito que esse negócio de certo.;__label__0
Amazing;__label__0
Awesome app. It\s changing my useless life.;__label__0
boa;__label__0
Good;__label__0
I just loved it!;__label__0
very good;__label__0
ótimo e prático;__label__0
funciona perfeitamente;__label__0
Great app!!!;__label__0
Parabéns pela iniciativa! As cidades precisam de mais empresas como a Yellow para melhorar a qualidade de vida, diminuir o número de carros. Interface de usuário muito boa, rápido, fácil.;__label__0
Simples e Fácil. Gostei!!;__label__0
mto louco;__label__0
Pessoal da YellowBike, obrigado pelo serviço. Espero sinceramente que vocês possam expandir a cada dia.;__label__0
legal de mais.;__label__0
bom;__label__0
Melhorou muito nos últimos tempos;__label__0
Amei a ideia. Funiona perfeitamente.;__label__0
show. só tem que expandir a área!;__label__0
great mobility;__label__0
Excelente experiência! Valeu, Yellow!;__label__0
bom aplicativo, estão aumentando a area de atuação deixando melhor ainda! sempre que acontece algum problema o suporte é eficiente.;__label__2
Muito bom!!;__label__0
Very goog!;__label__0
Nice experience! great way to move around!;__label__0
muito dahora, o único problema é que algumas bikes estou danificadas, mas o sistema otimiza muito o processo de locomoção.;__label__2
Iniciativa maravilhosa, muito prático e com um preço super acessivel;__label__0
muito bom;__label__0
Ótimo aplicativo.;__label__0
Muito bom serviço.. parabéns ! Nota 10 em SJC;__label__0
Fantastic!!;__label__0
Ótimo serviço!;__label__0
Bike em perfeito estado, ideia ótima, incentiva o uso sem qq apelo.;__label__0
Muito bom;__label__0
A good way to go fun;__label__0
topzera;__label__0
easy and fun;__label__0
Muito boa ideia!!! Dica: Bikes com marcha seria perfeito;__label__0
unfortunately they just have 5 starts, i would give 10 to this app! fit very well with the city;__label__0
